care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral,moral_nonmoral_ratio,f_var
0.0,0.12,0.16,0.36,0.0,0.0,0.0,0.24,0.0,0.0,0.2,0.05841121495327103,0.016640000000000002
0.2222222222222222,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.2777777777777778,0.0,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.07563025210084033,0.008367626886145403
0.10344827586206896,0.0,0.06896551724137931,0.4482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.27586206896551724,0.09666666666666666,0.018615404941207555
0.0,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.016822429906542057,0.02208504801097393
0.08108108108108109,0.0,0.2972972972972973,0.4594594594594595,0.0,0.0,0.02702702702702703,0.10810810810810811,0.02702702702702703,0.0,0.0,0.148,0.024356789221654088
0.2631578947368421,0.0,0.2631578947368421,0.15789473684210525,0.0,0.2631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.05053191489361702,0.01505078485687904
0.05,0.2,0.25,0.05,0.0,0.2,0.05,0.2,0.0,0.0,0.0,0.04950495049504951,0.010000000000000002
0.10638297872340426,0.0,0.1276595744680851,0.2553191489361702,0.02127659574468085,0.02127659574468085,0.0,0.2553191489361702,0.1702127659574468,0.0,0.0425531914893617,0.14873417721518986,0.010688597153060711
0.08,0.08,0.16,0.2,0.04,0.0,0.04,0.28,0.08,0.0,0.04,0.06142506142506143,0.008248888888888892
0.14814814814814814,0.037037037037037035,0.2222222222222222,0.2962962962962963,0.0,0.037037037037037035,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.055327868852459015,0.013168724279835389
0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.35714285714285715,0.0,0.07142857142857142,0.0,0.0,0.2857142857142857,0.050724637681159424,0.01184807256235828
0.38095238095238093,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.09523809523809523,0.07806691449814127,0.01584782060972537
0.14285714285714285,0.0,0.14285714285714285,0.6428571428571429,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.038781163434903045,0.03990929705215421
0.03125,0.0625,0.25,0.21875,0.0,0.21875,0.0,0.15625,0.03125,0.0,0.0625,0.082687338501292,0.010514322916666666
0.043478260869565216,0.08695652173913043,0.34782608695652173,0.08695652173913043,0.0,0.08695652173913043,0.0,0.2608695652173913,0.0,0.0,0.08695652173913043,0.05411764705882353,0.014471749632430161
0.09090909090909091,0.0,0.2727272727272727,0.36363636363636365,0.045454545454545456,0.13636363636363635,0.0,0.09090909090909091,0.0,0.0,0.0,0.06606606606606606,0.01597796143250689
0.03636363636363636,0.10909090909090909,0.2727272727272727,0.18181818181818182,0.01818181818181818,0.01818181818181818,0.0,0.2545454545454545,0.0,0.0,0.18181818181818182,0.07217847769028872,0.011860422405876949
0.2,0.2,0.4,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.02835538752362949,0.018024691358024696
0.23809523809523808,0.09523809523809523,0.0,0.14285714285714285,0.0,0.09523809523809523,0.047619047619047616,0.38095238095238093,0.0,0.0,0.0,0.08333333333333333,0.015847820609725373
0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01567398119122257,0.04666666666666667
0.1111111111111111,0.037037037037037035,0.07407407407407407,0.6296296296296297,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.1111111111111111,0.05856832971800434,0.03664075598231977
0.05405405405405406,0.05405405405405406,0.1891891891891892,0.16216216216216217,0.08108108108108109,0.16216216216216217,0.0,0.08108108108108109,0.21621621621621623,0.0,0.0,0.10541310541310542,0.006014122230338447
0.25925925925925924,0.07407407407407407,0.2962962962962963,0.2222222222222222,0.0,0.07407407407407407,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.06601466992665037,0.013122999542752626
0.10526315789473684,0.02631578947368421,0.13157894736842105,0.15789473684210525,0.0,0.42105263157894735,0.0,0.07894736842105263,0.0,0.0,0.07894736842105263,0.08755760368663594,0.016966759002770077
0.13636363636363635,0.2727272727272727,0.13636363636363635,0.36363636363636365,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.058666666666666666,0.01719467401285583
0.0,0.023255813953488372,0.23255813953488372,0.13953488372093023,0.0,0.5116279069767442,0.0,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.0,0.09930715935334873,0.025365062195781506
0.04878048780487805,0.07317073170731707,0.12195121951219512,0.17073170731707318,0.024390243902439025,0.17073170731707318,0.0975609756097561,0.21951219512195122,0.04878048780487805,0.0,0.024390243902439025,0.06996587030716724,0.005155661312710689
